  3  -2    8.60200    4.94952
  3  -1    19.5200    17.6985
  3  0    1.44700    4.87369E-02
  3  2    1.09800    2.21212
  3  3    2.21100    2.23937
  3  4   0.998000    1.55198
  2  -2    2.26800   0.811690
  2  -1    50.7200    44.7544
  2  0    15.7500    16.8060
  2  1    11.5000    9.68576
  2  2    5.15300    5.88278
  2  3    2.00500    2.92007
  2  4   0.605000    1.05177
  1  -1    37.0000    17.5143
  1  0   100.0000    93.5222
  1  1    7.21500    14.5418
  1  3   0.579000    1.92157
  0  1   0.284000    1.95621E-02
  0  2   0.937000    9.46414E-03
  0  3   0.610000    1.95718E-03
