57.94	141.7	98.4
103
  0  10   0.153622
  0  9  -0.142191
  0  8    2.02958E-02
  0  7   0.167654
  0  6  -0.313169
  0  5   0.290338
  0  4   -1.15746E-02
  0  3  -0.458937
  0  2    1.00873
  0  1   -1.44998
  0  -1   -1.44998
  0  -2    1.00873
  0  -3  -0.458937
  0  -4   -1.15746E-02
  0  -5   0.290338
  0  -6  -0.313169
  0  -7   0.167654
  0  -8    2.02958E-02
  0  -9  -0.142191
  0  -10   0.153622
  1  10  -0.949766
  1  9  -0.209597
  1  8    1.71179
  1  7   -2.67355
  1  6    2.08758
  1  5   0.807635
  1  4   -6.50359
  1  3    14.3304
  1  2   -24.3765
  1  1    39.4225
  1  0  -100.0000
  1  -1   -43.2701
  1  -2    5.19688
  1  -3   0.970356
  1  -4   -1.76794
  1  -5    1.15528
  1  -6  -0.343277
  1  -7  -0.136862
  1  -8   0.260069
  1  -9  -0.177889
  1  -10    5.19916E-02
  2  10   0.190146
  2  9  -0.779943
  2  8    1.20343
  2  7  -0.800505
  2  6   -1.15748
  2  5    5.15077
  2  4   -10.6181
  2  3    17.6862
  2  2   -25.0978
  2  1    32.2011
  2  0   -42.4227
  2  -1   -69.1953
  2  -2   -9.30620
  2  -3    8.94049
  2  -4   -4.93829
  2  -5   0.998358
  3  8  -0.394000
  3  7   -1.65722
  3  6    5.15089
  3  5   -9.54806
  3  4    12.9397
  3  3   -15.5359
  3  2    15.4366
  3  1   -11.6346
  3  0    2.29903
  3  -1    43.6359
  3  -2    23.0589
  3  -3   -6.30492
  3  -4   0.412105
  4  8   -9.97488
  4  7    22.9041
  4  6   -35.3448
  4  5    43.2846
  4  4   -43.6337
  4  3    34.8287
  4  2   -18.4218
  4  1   -2.82246
  4  0    26.9661
  4  -1   -65.7101
  4  -2   -83.8899
  4  -3   -3.03760
  4  -4    9.22902
  5  8   -3.35710
  5  7    6.27995
  5  6   -8.94643
  5  5   10.02296
  5  4   -7.44993
  5  3    3.48759
  5  2    2.56856
  5  1   -8.86410
  5  0    12.7738
  5  -1  -10.38640
  5  -2   -59.5673
  5  -3   -26.0955
  5  -4    11.9731
  6  8    5.30406
  6  7   -7.00886
  6  6    7.14117
  6  5   -5.18546
  6  4    1.22400
  6  3    2.51293
  6  2   -5.28201
  6  1    5.46410
  6  0   -1.91058
  6  -1   -6.57187
  6  -2    31.0444
  6  -3    33.6506
  6  -4   -2.33852
  7  8   -45.8333
  7  7    36.2709
  7  6   -19.7288
  7  5    1.43414
  7  4    12.6237
  7  3   -17.9301
  7  2    13.1179
  7  1  -0.395073
  7  0   -15.4125
  7  -1    28.7325
  7  -2   -35.0211
  7  -3   -105.412
  7  -4   -29.6434
