  3  -2    8.60200   0.989692
  3  -1    19.5200    26.2100
  3  0    1.44700    1.14775E-03
  3  2    1.09800   0.239405
  3  3    2.21100   0.344737
  3  4   0.998000   0.432172
  2  -2    2.26800   0.672651
  2  -1    50.7200    49.0612
  2  0    15.7500    14.7275
  2  1    11.5000    4.83308
  2  2    5.15300    3.11879
  2  3    2.00500    2.42466
  2  4   0.605000    2.01399
  1  -1    37.0000    21.6317
  1  0   100.0000    94.6892
  1  1    7.21500    9.14729
  1  3   0.579000    2.19954
  0  1   0.284000    4.10078E-02
  0  2   0.937000    3.74666E-02
  0  3   0.610000    3.21084E-02
