  3  -2    8.60200    8.20242
  3  -1    19.5200    19.5259
  3  0    1.44700    1.03390E-03
  3  2    1.09800    1.60854
  3  3    2.21100    1.57962
  3  4   0.998000    1.10267
  2  -2    2.26800    2.58021
  2  -1    50.7200    50.9917
  2  0    15.7500    16.4969
  2  1    11.5000    9.18388
  2  2    5.15300    4.94052
  2  3    2.00500    2.21518
  2  4   0.605000   0.890309
  1  -1    37.0000    37.3658
  1  0   100.0000    99.6124
  1  1    7.21500    7.34064
  1  3   0.579000   0.224037
  0  1   0.284000   0.339194
  0  2   0.937000    8.84835E-02
  0  3   0.610000    5.74344E-03
