20
 5.3 5.7 
 9.7 -3.0
 7.8 0.04
  60.8  -61.3 
  100.0 -99.6
  26.9  27.6
  7.6  4.8
  15.1 -15.1
  71.2 -71.7
  39.7 -40.4
  33.9 30.6
  22.7 -22.2 
  14.2 14.6
  7.8  -9.1
  29.3 28.6
  44.2 43.6
  12.0 1.0
  10.5 13.6
  14.9 -12.9
  10.0 10.3
