20
5.33	1.40
9.68   	0.98
7.81	0.44
60.83	42.84
100.00	96.70
26.86	38.12
7.61	13.86
15.06	9.00
71.22	66.92
39.69	41.02
33.91	31.14
22.70	24.27
14.16	17.11
7.78	10.27
29.33	22.30
44.18	42.20
12.03  	2.22
10.48	14.93
14.87	15.03
9.99	12.51
