20
5.3  -2.1
 9.7  1.5
  7.8 -0.8
  60.8 -41.9
  100.0  -96.9
  26.9  37.4
  7.6  14.1
  15.1 -7.4
  71.2 -65.9
  39.7 -41.1
  33.9 30.7
  22.7 -24.3
  14.2 17.7
  7.8  -11.2
  29.3 20.5
  44.2 41.6
  12.0 2.5
  10.5 14.9
  14.9 -15.6
  10.0 13.7
