1,74.674
1.002,74.084
1.004,73.16
1.006,74.488
1.008,76.72
1.01,76.76
1.012,76.049
1.014,73.312
1.016,74.644
1.018,76.424
1.02,75.732
1.022,78.2
1.024,82.419
1.026,81.159
1.028,79.565
1.03,79.86
1.032,78.386
1.034,78.751
1.036,80.356
1.038,79.203
1.04,77.756
1.042,76.614
1.044,75.039
1.046,75.86
1.048,77.632
1.05,80.462
1.052,82.965
1.054,80.977
1.056,77.153
1.058,77.77
1.06,82.233
1.062,85.037
1.064,83.132
1.066,79.23
1.068,80.173
1.07,82.271
1.072,81.69
1.074,83.591
1.076,83.174
1.078,81.139
1.08,85.553
1.082,86.882
1.084,81.786
1.086,76.708
1.088,78.405
1.09,80.783
1.092,80.621
1.094,79.676
1.096,80.612
1.098,83.609
1.1,87.877
1.102,90.078
1.104,90.375
1.106,87.931
1.108,88.216
1.11,87.614
1.112,85.983
1.114,83.503
1.116,82.424
1.118,85.26
1.12,87.079
1.122,84.634
1.124,83.978
1.126,86.539
1.128,87.628
1.13,88.867
1.132,91.373
1.134,94.72
1.136,93.88
1.138,93.779
1.14,92.797
1.142,91.479
1.144,89.715
1.146,88.396
1.148,90.019
1.15,91.567
1.152,91.735
1.154,91.28
1.156,89.162
1.158,90.042
1.16,89.584
1.162,91.339
1.164,93.652
1.166,95.367
1.168,97.201
1.17,96.382
1.172,94.86
1.174,94.876
1.176,94.436
1.178,93.492
1.18,95.694
1.182,98.229
1.184,96.542
1.186,95.464
1.188,97.611
1.19,99.745
1.192,99.158
1.194,98.654
1.196,102.08
1.198,103.74
1.2,101.89
1.202,103.47
1.204,106.12
1.206,103.45
1.208,102.17
1.21,101.44
1.212,102.64
1.214,106.24
1.216,107.36
1.218,107.77
1.22,105.79
1.222,107.32
1.224,110.41
1.226,109.17
1.228,104.29
1.23,104.73
1.232,108.53
1.234,111.93
1.236,115.97
1.238,116.04
1.24,116.36
1.242,115.59
1.244,113.1
1.246,111.81
1.248,111.76
1.25,114.43
1.252,117.26
1.254,117.37
1.256,115.24
1.258,110.94
1.26,111.66
1.262,114.44
1.264,117.15
1.266,121.7
1.268,123.61
1.27,121.46
1.272,120.01
1.274,121.98
1.276,122.8
1.278,124.31
1.28,125.39
1.282,128.67
1.284,129.54
1.286,127.72
1.288,124.16
1.29,124.66
1.292,125.92
1.294,125.76
1.296,126.58
1.298,126.39
1.3,126.51
1.302,130.78
1.304,133.86
1.306,131.86
1.308,133.2
1.31,133.9
1.312,133.55
1.314,132.24
1.316,135.99
1.318,136.72
1.32,135.94
1.322,139.5
1.324,140.15
1.326,140.45
1.328,142.28
1.33,146.23
1.332,146.38
1.334,143.09
1.336,142.92
1.338,146.23
1.34,150.46
1.342,151.58
1.344,152.39
1.346,154.72
1.348,153.15
1.35,151.48
1.352,153.95
1.354,156.69
1.356,158.87
1.358,158.37
1.36,154.4
1.362,157.27
1.364,164.08
1.366,168.05
1.368,167.62
1.37,165.72
1.372,166.51
1.374,166.23
1.376,169.88
1.378,172.55
1.38,171.73
1.382,172.5
1.384,175.23
1.386,176
1.388,178.94
1.39,183.74
1.392,181.68
1.394,180.7
1.396,183.42
1.398,186.87
1.4,186.71
1.402,187.96
1.404,190.24
1.406,194.7
1.408,197.31
1.41,197.96
1.412,201.04
1.414,204.75
1.416,207.87
1.418,208.29
1.42,209.3
1.422,212.67
1.424,215.52
1.426,219.84
1.428,219.7
1.43,217.82
1.432,224.93
1.434,227.72
1.436,226.64
1.438,229.64
1.44,236.76
1.442,244.01
1.444,248.34
1.446,254.12
1.448,259.71
1.45,265.91
1.452,274.36
1.454,278.76
1.456,284.58
1.458,290.9
1.46,296.92
1.462,303.96
1.464,307.69
1.466,316.77
1.468,328.02
1.47,336.05
1.472,349.25
1.474,360.6
