0.49488 10464
0.50724 11828
0.51961 12746
0.53197 18602
0.54434 16825
0.55671 14826
0.56907 13484
0.58144 12468
0.59380 11274
0.60617 10258
0.61854 9471
0.63090 8369
0.64327 7783
0.65564 7105
0.66800 6453
0.68037 6008
0.69274 5461
0.70510 5137
0.71747 4851
0.72984 4433
0.74221 4213
0.75457 3875
0.76694 3576
0.77931 3479
0.79168 3286
0.80404 3009
0.81641 2830
0.82878 2758
0.84115 2585
0.85351 2546
0.86588 2352
0.87825 2170
0.89062 2141
0.90299 2019
0.91535 1975
0.92772 1882
0.94009 1876
0.95246 1765
0.96483 1706
0.97720 1719
0.98957 1670
1.00193 1592
1.01430 1408
1.02667 1483
1.03904 1476
1.05141 1459
1.06378 1436
1.07615 1483
1.08852 1460
1.10088 1466
1.11325 1428
1.12562 1496
1.13799 1557
1.15036 1601
1.16273 1627
1.17510 1574
1.18747 1683
1.19984 1655
1.21221 1532
1.22458 1565
1.23695 1497
1.24931 1463
1.26168 1478
1.27405 1608
1.28642 1608
1.29879 1785
1.31116 1828
1.32353 2071
1.33590 2345
1.34827 2673
1.36064 3145
1.37301 3802
1.38538 4484
1.39775 5495
1.41012 6706
1.42249 8651
1.43486 11079
1.44723 14816
1.45960 19436
1.47197 26914
1.48434 36608
1.49671 45802
1.50908 50672
1.52145 48247
1.53382 40834
1.54618 28516
1.55855 16919
1.57092 9117
1.58329 5120
1.59566 3145
1.60803 2337
1.62040 2129
1.63277 1970
1.64514 2109
1.65751 2208
1.66988 2494
1.68225 2892
1.69462 3189
1.70699 3226
1.71936 3133
1.73173 2782
1.74410 2132
1.75647 1701
1.76884 1198
1.78121 1026
1.79358 928
1.80595 880
1.81832 814
1.83069 821
1.84305 760
1.85542 713
1.86779 719
1.88016 705
1.89253 663
1.90490 620
1.91727 636
1.92964 630
1.94201 589
1.95438 598
1.96675 485
1.97912 548
1.99148 514
2.00385 528
2.01622 515
2.02859 524
2.04096 524
2.05333 494
2.06570 476
2.07807 507
2.09043 478
2.10280 514
2.11517 484
2.12754 491
2.13991 496
2.15228 492
2.16465 470
2.17701 503
2.18938 461
2.20175 457
2.21412 446
2.22649 499
2.23885 505
2.25122 400
2.26359 449
2.27596 456
2.28832 437
2.30069 446
2.31306 411
2.32543 491
2.33779 407
2.35016 459
2.36253 491
2.37490 478
2.38726 435
2.39963 466
2.41200 431
2.42436 498
2.43673 487
2.44910 421
2.46146 433
2.47383 455
2.48620 466
2.49856 481
2.51093 447
2.52329 447
2.53566 441
2.54803 485
2.56039 444
2.57276 402
2.58512 455
2.59749 387
2.60985 411
2.62222 425
2.63459 374
2.64695 424
2.65932 418
2.67168 373
2.68405 407
2.69641 390
2.70877 378
2.72114 371
2.73350 408
2.74587 377
2.75823 409
2.77060 367
2.78296 364
2.79532 378
2.80769 411
2.82005 417
2.83241 442
2.84478 446
2.85714 452
2.86950 504
2.87488 636
2.88724 676
2.89961 768
2.91197 898
2.92434 916
2.93671 1232
2.94907 1691
2.96144 2170
2.97380 2720
2.98617 3730
2.99854 4845
3.01090 5343
3.02327 5422
3.03564 4940
3.04800 3853
3.06037 2621
3.07274 1921
3.08510 1464
3.09747 1205
3.10984 1059
3.12221 1027
3.13457 1014
3.14694 1020
3.15931 1171
3.17168 1374
3.18404 1468
3.19641 1424
3.20878 1358
3.22115 1108
3.23351 989
3.24588 736
3.25825 561
3.27062 557
3.28299 516
3.29535 519
3.30772 466
3.32009 508
3.33246 492
3.34483 489
3.35720 485
3.36957 521
3.38193 539
3.39430 566
3.40667 655
3.41904 729
3.43141 749
3.44378 734
3.45615 744
3.46852 707
3.48088 584
3.49325 514
3.50562 504
3.51799 419
3.53036 468
3.54273 448
3.55510 404
3.56747 418
3.57984 399
3.59221 411
3.60458 379
3.61695 364
3.62931 380
3.64168 378
3.65405 376
3.66642 370
3.67879 403
3.69116 424
3.70353 445
3.71590 393
3.72827 372
3.74064 461
3.75301 406
3.76538 449
3.77775 456
3.79012 435
3.80249 414
3.81486 393
3.82723 381
3.83960 356
3.85197 397
3.86434 368
3.87671 348
3.88908 347
3.90145 337
3.91382 327
3.92618 311
3.93855 310
3.95092 353
3.96329 338
3.97566 316
3.98803 315
4.00040 342
4.01277 330
4.02514 297
4.03751 321
4.04988 320
4.06225 332
4.07462 304
4.08699 338
4.09936 328
4.11173 343
4.12410 358
4.13647 374
4.14884 351
4.16121 354
4.17358 333
4.18595 349
4.19832 371
4.21069 337
4.22305 306
4.23542 398
4.24779 351
4.26016 295
4.27253 336
4.28490 313
4.29727 295
4.30964 361
4.32201 359
4.33438 318
4.34675 349
4.35912 295
4.37148 337
4.38385 312
4.39622 408
4.40859 405
4.42096 403
4.43333 460
4.44570 479
4.45807 495
4.47043 593
4.48280 689
4.49517 850
4.50754 1118
4.51991 1273
4.53228 1447
4.54465 1496
4.55701 1312
4.56938 1103
4.58175 859
4.59412 676
4.60649 549
4.61885 454
4.63122 400
4.64359 346
4.65596 349
4.66832 355
4.68069 354
4.69306 307
4.70543 330
4.71779 339
4.73016 353
4.74253 333
4.75490 323
4.76726 327
4.77963 340
4.79200 329
4.80436 335
4.81673 310
4.82910 317
4.84146 338
4.85383 305
4.86620 320
4.87856 342
4.89093 338
4.90329 345
4.91566 312
4.92803 359
4.94039 332
4.95276 314
4.96512 317
4.97749 307
4.98985 304
5.00222 303
5.01459 302
5.02695 264
5.03932 334
5.05168 297
5.06405 313
5.07641 332
5.08877 299
5.10114 314
5.11350 298
5.12587 309
5.13823 317
5.15060 325
5.16296 328
5.17532 380
5.18769 353
5.20005 351
5.21241 299
5.22478 329
5.23714 284
5.24950 293
5.25488 384
5.26724 354
5.27961 351
5.29197 361
5.30434 356
5.31671 341
5.32907 347
5.34144 381
5.35380 364
5.36617 348
5.37854 342
5.39090 344
5.40327 359
5.41564 387
5.42800 324
5.44037 376
5.45274 390
5.46510 400
5.47747 399
5.48984 370
5.50221 414
5.51457 410
5.52694 405
5.53931 357
5.55168 357
5.56404 361
5.57641 341
5.58878 366
5.60115 383
5.61351 365
5.62588 352
5.63825 376
5.65062 326
5.66299 355
5.67535 367
5.68772 322
5.70009 340
5.71246 336
5.72483 329
5.73720 309
5.74957 346
5.76193 360
5.77430 352
5.78667 381
5.79904 362
5.81141 343
5.82378 385
5.83615 329
5.84852 376
5.86088 346
5.87325 343
5.88562 379
5.89799 355
5.91036 386
5.92273 395
5.93510 380
5.94747 420
5.95984 384
5.97221 438
5.98458 445
5.99695 525
6.00931 539
6.02168 665
6.03405 744
6.04642 772
6.05879 803
6.07116 841
6.08353 767
6.09590 655
6.10827 590
6.12064 584
6.13301 509
6.14538 453
6.15775 393
6.17012 372
6.18249 377
6.19486 378
6.20723 331
6.21960 354
6.23197 335
6.24434 326
6.25671 345
6.26908 325
6.28145 306
6.29382 318
6.30618 304
6.31855 332
6.33092 326
6.34329 349
6.35566 338
6.36803 336
6.38040 351
6.39277 328
6.40514 300
6.41751 334
6.42988 315
6.44225 315
6.45462 322
6.46699 304
6.47936 306
6.49173 335
6.50410 310
6.51647 296
6.52884 310
6.54121 303
6.55358 306
6.56595 281
6.57832 284
6.59069 291
6.60306 323
6.61542 309
6.62779 306
6.64016 328
6.65253 276
6.66490 294
6.67727 296
6.68964 272
6.70201 304
6.71438 306
6.72675 284
6.73912 283
6.75148 308
6.76385 269
6.77622 269
6.78859 312
6.80096 272
6.81333 286
6.82570 308
6.83807 290
6.85043 309
6.86280 284
6.87517 306
6.88754 289
6.89991 286
6.91228 294
6.92464 284
6.93701 314
6.94938 322
6.96175 291
6.97412 272
6.98649 301
6.99885 324
7.01122 289
7.02359 293
7.03596 307
7.04832 287
7.06069 303
7.07306 263
7.08543 326
7.09779 292
7.11016 287
7.12253 299
7.13490 301
7.14726 290
7.15963 297
7.17200 272
7.18436 281
7.19673 294
7.20910 307
7.22146 291
7.23383 289
7.24620 305
7.25856 290
7.27093 268
7.28329 289
7.29566 279
7.30803 282
7.32039 264
7.33276 295
7.34512 269
7.35749 266
7.36985 267
7.38222 303
7.39459 305
7.40695 305
7.41932 293
7.43168 292
7.44405 276
7.45641 323
7.46877 292
7.48114 316
7.49350 288
7.50587 321
7.51823 290
7.53060 330
7.54296 285
7.55532 284
7.56769 322
7.58005 334
7.59241 350
7.60478 305
7.61714 315
7.62950 316
7.64187 264
7.65423 280
7.66659 275
7.67896 284
7.69132 261
7.70368 283
7.71604 234
7.72840 266
7.74077 273
7.75313 256
7.76549 244
7.77785 238
7.79021 261
7.80257 264
7.81494 241
7.82730 237
7.83966 258
7.85202 308
7.86438 164
7.86438 152
