  3  -2    8.60200    8.41349
  3  -1    19.5200    19.8121
  3  0    1.44700    5.26655E-03
  3  2    1.09800    1.92562
  3  3    2.21100    1.79423
  3  4   0.998000    1.15715
  2  -2    2.26800    1.99866
  2  -1    50.7200    51.3782
  2  0    15.7500    15.8819
  2  1    11.5000    9.36751
  2  2    5.15300    5.17638
  2  3    2.00500    2.30630
  2  4   0.605000   0.818691
  1  -1    37.0000    36.4654
  1  0   100.0000    98.2057
  1  1    7.21500    8.09627
  1  3   0.579000   0.233032
  0  1   0.284000   0.616401
  0  2   0.937000   0.214454
  0  3   0.610000    8.32629E-03
