  3  -2    8.60200    4.68316
  3  -1    19.5200    17.4566
  3  0    1.44700    4.81523E-02
  3  2    1.09800    2.21376
  3  3    2.21100    2.29744
  3  4   0.998000    1.64642
  2  -2    2.26800   0.748161
  2  -1    50.7200    44.7336
  2  0    15.7500    16.7246
  2  1    11.5000    9.52651
  2  2    5.15300    5.79535
  2  3    2.00500    2.90703
  2  4   0.605000    1.07047
  1  -1    37.0000    17.6810
  1  0   100.0000    93.9135
  1  1    7.21500    14.4526
  1  3   0.579000    1.94939
  0  1   0.284000    1.04736E-02
  0  2   0.937000    5.11754E-03
  0  3   0.610000    1.10155E-03
