-69.03	-12.013
70.42	-12.013
-68.33	-11.805
71.12	-11.805
-67.63	-11.499
71.81	-11.499
-66.93	-11.097
72.51	-11.097
-66.24	-10.601
73.21	-10.601
-65.54	-10.016
73.91	-10.016
-64.84	-9.345
74.60	-9.345
-64.14	-8.594
75.30	-8.594
-63.45	-7.768
76.00	-7.768
-62.75	-6.873
76.69	-6.873
-62.05	-5.916
77.39	-5.916
-61.36	-4.903
78.09	-4.903
-60.66	-3.842
78.79	-3.842
-59.96	-2.740
79.48	-2.740
-59.26	-1.606
80.18	-1.606
-58.57	-0.448
80.88	-0.448
-57.87	0.726
81.58	0.726
-57.17	1.908
82.27	1.908
-56.48	3.089
82.97	3.089
-55.78	4.260
83.67	4.260
-55.08	5.415
84.36	5.415
-54.38	6.544
85.06	6.544
-53.69	7.639
85.76	7.639
-52.99	8.694
86.46	8.694
-52.29	9.701
87.15	9.701
-51.59	10.653
87.85	10.653
-50.90	11.543
88.55	11.543
-50.20	12.367
89.24	12.367
-49.50	13.117
89.94	13.117
-48.81	13.791
90.64	13.791
-48.11	14.384
91.34	14.384
-47.41	14.891
92.03	14.891
-46.71	15.311
92.73	15.311
-46.02	15.641
93.43	15.641
-45.32	15.879
94.13	15.879
-44.62	16.025
94.82	16.025
-43.93	16.079
95.52	16.079
-43.23	16.040
96.22	16.040
-42.53	15.911
96.91	15.911
-41.83	15.693
97.61	15.693
-41.14	15.388
98.31	15.388
-40.44	14.999
99.01	14.999
-39.74	14.531
99.70	14.531
-39.04	13.986
100.40	13.986
-38.35	13.371
101.10	13.371
-37.65	12.689
101.79	12.689
-36.95	11.947
102.49	11.947
-36.26	11.150
103.19	11.150
-35.56	10.304
103.89	10.304
-34.86	9.416
104.58	9.416
-34.16	8.492
105.28	8.492
-33.47	7.538
105.98	7.538
-32.77	6.562
106.68	6.562
-32.07	5.571
107.37	5.571
-31.38	4.570
108.07	4.570
-30.68	3.567
108.77	3.567
-29.98	2.569
109.46	2.569
-29.28	1.580
110.16	1.580
-28.59	0.609
110.86	0.609
-27.89	-0.341
111.56	-0.341
-27.19	-1.263
112.25	-1.263
-26.49	-2.153
112.95	-2.153
-25.80	-3.005
113.65	-3.005
-25.10	-3.815
114.34	-3.815
-24.40	-4.581
115.04	-4.581
-23.71	-5.298
115.74	-5.298
-23.01	-5.964
116.44	-5.964
-22.31	-6.577
117.13	-6.577
-21.61	-7.136
117.83	-7.136
-20.92	-7.638
118.53	-7.638
-20.22	-8.083
119.23	-8.083
-19.52	-8.473
119.92	-8.473
-18.83	-8.806
120.62	-8.806
-18.13	-9.084
121.32	-9.084
-17.43	-9.308
122.01	-9.308
-16.73	-9.481
122.71	-9.481
-16.04	-9.604
123.41	-9.604
-15.34	-9.680
124.11	-9.680
-14.64	-9.713
124.80	-9.713
-13.94	-9.706
125.50	-9.706
-13.25	-9.661
126.20	-9.661
-12.55	-9.585
126.89	-9.585
-11.85	-9.479
127.59	-9.479
-11.16	-9.350
128.29	-9.350
-10.46	-9.200
128.99	-9.200
-9.76	-9.034
129.68	-9.034
-9.06	-8.857
130.38	-8.857
-8.37	-8.673
131.08	-8.673
-7.67	-8.486
131.78	-8.486
-6.97	-8.300
132.47	-8.300
-6.28	-8.120
133.17	-8.120
-5.58	-7.947
133.87	-7.947
-4.88	-7.787
134.56	-7.787
-4.18	-7.641
135.26	-7.641
-3.49	-7.513
135.96	-7.513
-2.79	-7.405
136.66	-7.405
-2.09	-7.319
137.35	-7.319
-1.39	-7.257
138.05	-7.257
-0.70	-7.219
138.75	-7.219
0.00	-7.206
139.44	-7.206
0.70	-7.219
140.14	-7.219
1.39	-7.257
140.84	-7.257
2.09	-7.319
141.54	-7.319
2.79	-7.405
142.23	-7.405
3.49	-7.513
142.93	-7.513
4.18	-7.641
143.63	-7.641
4.88	-7.787
144.33	-7.787
5.58	-7.947
145.02	-7.947
6.28	-8.120
145.72	-8.120
6.97	-8.300
146.42	-8.300
7.67	-8.486
147.11	-8.486
8.37	-8.673
147.81	-8.673
9.06	-8.857
148.51	-8.857
9.76	-9.034
149.21	-9.034
10.46	-9.200
149.90	-9.200
11.16	-9.350
150.60	-9.350
11.85	-9.479
151.30	-9.479
12.55	-9.585
151.99	-9.585
13.25	-9.661
152.69	-9.661
13.94	-9.706
153.39	-9.706
14.64	-9.713
154.09	-9.713
15.34	-9.680
154.78	-9.680
16.04	-9.604
155.48	-9.604
16.73	-9.481
156.18	-9.481
17.43	-9.308
156.88	-9.308
18.13	-9.084
157.57	-9.084
18.83	-8.806
158.27	-8.806
19.52	-8.473
158.97	-8.473
20.22	-8.083
159.66	-8.083
20.92	-7.638
160.36	-7.638
21.61	-7.136
161.06	-7.136
22.31	-6.577
161.76	-6.577
23.01	-5.964
162.45	-5.964
23.71	-5.298
163.15	-5.298
24.40	-4.581
163.85	-4.581
25.10	-3.815
164.54	-3.815
25.80	-3.005
165.24	-3.005
26.49	-2.153
165.94	-2.153
27.19	-1.263
166.64	-1.263
27.89	-0.341
167.33	-0.341
28.59	0.609
168.03	0.609
29.28	1.580
168.73	1.580
29.98	2.569
169.43	2.569
30.68	3.567
170.12	3.567
31.38	4.570
170.82	4.570
32.07	5.571
171.52	5.571
32.77	6.562
172.21	6.562
33.47	7.538
172.91	7.538
34.16	8.492
173.61	8.492
34.86	9.416
174.31	9.416
35.56	10.304
175.00	10.304
36.26	11.150
175.70	11.150
36.95	11.947
176.40	11.947
37.65	12.689
177.09	12.689
38.35	13.371
177.79	13.371
39.04	13.986
178.49	13.986
39.74	14.531
179.19	14.531
40.44	14.999
179.88	14.999
41.14	15.388
180.58	15.388
41.83	15.693
181.28	15.693
42.53	15.911
181.98	15.911
43.23	16.040
182.67	16.040
43.93	16.079
183.37	16.079
44.62	16.025
184.07	16.025
45.32	15.879
184.76	15.879
46.02	15.641
185.46	15.641
46.71	15.311
186.16	15.311
47.41	14.891
186.86	14.891
48.11	14.384
187.55	14.384
48.81	13.791
188.25	13.791
49.50	13.117
188.95	13.117
50.20	12.367
189.64	12.367
50.90	11.543
190.34	11.543
51.59	10.653
191.04	10.653
52.29	9.701
191.74	9.701
52.99	8.694
192.43	8.694
53.69	7.639
193.13	7.639
54.38	6.544
193.83	6.544
55.08	5.415
194.53	5.415
55.78	4.260
195.22	4.260
56.48	3.089
195.92	3.089
57.17	1.908
196.62	1.908
57.87	0.726
197.31	0.726
58.57	-0.448
198.01	-0.448
59.26	-1.606
198.71	-1.606
59.96	-2.740
199.41	-2.740
60.66	-3.842
200.10	-3.842
61.36	-4.903
200.80	-4.903
62.05	-5.916
201.50	-5.916
62.75	-6.873
202.19	-6.873
63.45	-7.768
202.89	-7.768
64.14	-8.594
203.59	-8.594
64.84	-9.345
204.29	-9.345
65.54	-10.016
204.98	-10.016
66.24	-10.601
205.68	-10.601
66.93	-11.097
206.38	-11.097
67.63	-11.499
207.08	-11.499
68.33	-11.805
207.77	-11.805
69.03	-12.013
208.47	-12.013
